EntrezID	TCGA-43-6771	TCGA-22-1011	TCGA-21-1070	TCGA-37-3789	TCGA-21-1081	TCGA-21-5782	TCGA-22-4607	TCGA-21-5784	TCGA-21-5786	TCGA-22-5472	TCGA-33-4547	TCGA-34-5232	TCGA-34-5241	TCGA-39-5024	TCGA-39-5028	TCGA-39-5029	TCGA-39-5031	TCGA-56-5897	TCGA-60-2708	TCGA-60-2720	TCGA-60-2721	TCGA-60-2724	TCGA-66-2768	TCGA-66-2773	TCGA-66-2778
5111	2,69429	2,46496	-0,72059	-0,81838	1,03523	-1,1949	0,34422	-0,4164	0,34126	-0,1571	-1,4545	1,37183	-0,30984	-0,93264	-0,29393	0,80512	-0,7209	-0,93696	0,76697	-0,46552	-0,40821	0,51131	1,1883	0,4286	0,42096
5163	-0,41896	2,25003	0,3256	0,03791	0,02894	1,2252	-1,35466	0,15783	-0,20002	0,58411	-0,4609	-0,73073	1,35283	0,07255	2,07963	0,10923	1,49636	0,5567	0,27237	-0,48526	0,88978	-0,49132	0,71172	0,12932	-1,53536
8682	0,33849	0,4876	0,28022	1,21831	0,13313	1,92516	0,22541	2,06061	-0,16927	0,13434	0,81448	3,26324	1,47036	-0,16779	0,22947	-0,31204	-0,11865	0,40446	-0,09475	0,79846	0,29297	0,83618	0,71115	-0,32797	0,81667
5175	-6,00E-05	-0,7955	0,09724	1,68792	0,43377	2,80786	-0,52957	1,95438	6,00E-05	-0,06937	2,20747	-1,609	0,39741	0,48798	-0,51331	0,10654	-1,38198	0,72292	-2,36108	0,23359	0,2878	-0,2656	0,63168	0,7544	2,44448
5241	-0,06078	-1,00596	0,62945	0,87316	0,85562	1,61657	-2,11618	-0,31188	0,11147	0,46834	0,36066	1,70952	-0,02777	-0,45654	-0,74486	-0,99986	-0,69894	0,2337	-1,49228	-0,94038	0,9233	-0,05951	-0,26774	-0,2191	1,88383
5290	0,60354	-0,22122	0,03105	0,07644	-0,33148	0,04058	-0,91185	-0,17142	-0,51713	-0,39625	-0,47815	0,30287	0,11177	-0,80467	-0,51816	0,11848	-0,41546	0,06561	-1,00714	-0,74122	0,81859	-0,93474	-0,2246	0,41567	1,15499
5295	-0,43667	0,31523	0,10277	0,03792	-0,61662	1,56241	-2,44294	-1,16272	-0,11372	0,95357	-0,09064	-1,92628	1,22759	-0,47364	-0,27156	0,16598	-0,33803	0,49504	-1,30762	1,03738	1,09784	-1,95207	-2,50957	1,2706	-0,52543
5562	-0,72986	-1,22374	-0,27405	1,55142	0,05717	1,04994	-0,40141	0,91887	-0,68728	-0,19581	0,3809	-0,82501	-0,02521	-0,14335	-0,05035	-0,41317	0,48221	-0,57529	1,54344	-0,28267	-0,2336	1,22186	1,29803	0,33259	0,98122
5578	-0,69097	-0,29384	0,11624	-0,36234	0,04268	2,03717	-1,23255	0,09179	-0,78437	-0,36279	-0,02071	6,46637	0,02071	0,98497	0,21353	-0,30027	0,12038	-0,21197	-1,18066	0,45316	-0,21262	-0,27246	-0,39072	0,53767	0,15707
5727	-1,24922	-0,68377	1,13115	-1,26211	-0,33989	0,6888	-0,82261	-0,7471	-0,72668	-0,49538	0,07534	-0,00547	-0,54753	0,24057	0,227	-0,60748	2,46395	0,73214	0,43015	-0,13972	-0,9821	-1,32481	-1,3931	-0,76453	-0,03702
5728	-0,51125	-1,60991	0,85478	-0,05789	0,79194	0,37349	0,7605	2,19165	-0,26536	0,42112	0,68374	-1,26421	-0,69187	-0,00896	-0,45589	-0,42738	1,14879	0,48397	-0,41644	-0,88046	1,54957	0,21105	-0,27849	0,31038	-2,5516
5743	-0,31521	3,40294	0,60453	0,50247	-0,34921	-0,04529	3,67892	0,25752	0,88841	-0,12943	-0,26195	-0,15348	-0,4374	-0,6439	-0,03355	-0,52159	-0,11587	-0,5296	0,95706	1,62814	0,42287	4,28563	3,22006	0,73351	2,67225
5747	-1,6302	-0,20758	0,62815	1,08704	-1,50474	1,16463	-0,47311	2,10549	-0,07898	-0,54646	1,75551	-0,79014	0,7282	-0,20176	-0,05179	0,05692	0,24601	-0,88597	0,81499	1,91617	-0,74726	-0,25657	-1,74908	-0,37266	-0,94786
5829	-0,27554	0,74787	1,91991	0,35449	0,05675	1,60815	-0,6733	-0,80451	1,65667	-1,08247	1,52026	0,17524	-0,99814	-0,71808	0,1693	0,21909	0,12835	1,80434	-1,55829	0,01741	-1,12815	-1,20774	-2,16688	0,80996	0,10139
8766	0,11009	-0,30949	-0,20242	0,65009	-0,5171	1,87087	3,11338	1,33354	0,30561	-0,10986	1,29838	0,06775	1,02179	0,44187	-0,18705	-0,09398	0,39583	-0,21562	-1,25464	0,74934	0,74934	1,58215	0,392	0,37824	2,65547
9230	0,11009	-0,30949	-0,20242	0,65009	-0,5171	1,87087	3,11338	1,33354	0,30561	-0,10986	1,29838	0,06775	1,02179	0,44187	-0,18705	-0,09398	0,39583	-0,21562	-1,25464	0,74934	0,74934	1,58215	0,392	0,37824	2,65547
57111	-0,33461	1,38354	-0,22756	1,72073	-0,39616	0,45599	0,49061	1,80139	0,3036	-0,06487	-0,01797	4,91877	0,24111	0,00235	-0,13064	-0,18311	-0,07341	0,15072	0,02079	-0,18456	0,22836	0,36181	2,61539	-0,20429	0,63975
10111	-0,4815	-0,99675	0,03672	-2,02872	-0,57077	1,28935	-1,77831	-2,00755	-0,08811	-0,49392	-0,53387	-1,30483	-0,74695	-0,30131	-0,0854	-0,43423	-0,32213	-0,06119	1,27463	0,13519	0,74927	-1,19416	-2,55508	0,71333	-0,48722
5888	1,49337	0,16004	0,58537	0,40555	0,17047	0,14045	-0,85823	0,46429	0,74527	-0,3052	0,29309	0,635	0,85612	0,22861	-0,39674	-1,16717	0,07218	0,00295	-1,41013	0,26578	-0,3221	1,03873	1,46761	0,91764	4,06939
5894	-0,16509	-1,23383	0,47985	-0,46748	-0,44186	2,2379	-1,87656	-0,40213	-0,51148	0,49923	-0,20772	-3,10813	-0,20962	-0,48669	1,34413	-0,62842	-0,75407	0,83933	0,26655	0,30277	0,12586	-1,63569	-0,57231	0,72599	1,0408
5925	-1,12982	-1,13647	-0,4944	0,11449	-0,60001	-0,28405	-1,723	0,68854	-0,62281	-0,22869	-0,75059	-0,68024	-0,42749	-1,0735	-0,7675	-1,61711	-0,33209	0,23742	1,43808	-1,06988	0,07136	0,10147	0,05465	0,091	-0,35056
6194	1,32325	0,70067	0,39912	0,98573	0,06378	-0,02593	0,13602	0,39973	0,08626	0,13966	1,09429	0,78002	-0,37828	0,53367	-1,83335	1,05866	-1,45968	0,59988	-1,60324	-0,01167	-0,9423	-0,89039	-0,93822	0,51563	-0,99328
6195	-0,60089	-1,19305	0,43293	0,72801	1,3192	-0,68797	-0,96288	0,04668	-0,42583	-0,10223	0,11291	-1,04066	-0,90706	0,27452	-1,71798	-0,24319	-0,2297	1,20149	-1,89269	-0,15661	0,00449	-1,58896	-1,75469	-0,00449	0,55436
6198	-2,8117	-0,76586	0,51079	-0,36389	1,149	-1,24644	0,2171	-1,00792	-2,52812	0,55188	-1,17791	-0,35685	-0,06807	-0,25679	-0,44105	-0,1842	-0,01367	0,22233	1,63343	-1,67055	-0,2249	-0,14195	-2,07607	0,06838	-2,03232
29072	-0,16365	1,49206	-0,07914	0,77355	0,066	0,04878	-0,14001	0,4587	-0,21639	-0,09775	0,03652	2,68983	0,32656	-0,06404	-0,18744	-0,35037	-0,455	0,27337	-1,64119	-0,04045	-0,07034	0,00772	1,18	0,35278	0,90673
6464	-0,40107	-0,93378	-0,33228	0,23843	0,11624	0,01842	0,28942	0,26121	0,05788	0,1928	0,16465	2,48861	-0,03616	0,17886	-1,52069	-0,73954	0,32713	-0,21086	-2,87881	-0,94936	0,93148	-1,10489	1,33978	0,85134	1,30416
4086	-0,03028	-0,23948	0,39676	-1,30516	-0,01721	1,14151	-1,52262	-0,71209	1,039	0,25478	0,76819	-2,71509	0,03274	-0,26837	-0,80545	-1,31084	0,01721	0,31832	1,24701	-0,23815	1,65663	-0,40981	0,68047	0,98481	1,35864
4088	1,35077	0,00919	-0,07438	0,38044	0,17691	1,12526	0,35171	0,50921	1,51842	-0,12906	0,11849	2,99745	0,52549	-0,70769	-0,17398	-0,92882	-0,97859	0,19243	-1,33036	0,57802	1,23616	0,51158	1,98489	0,49447	3,25738
4089	0,06488	-0,41178	0,37513	0,91668	0,45266	1,52742	-0,18884	0,23619	0,2936	0,21926	0,57712	-0,0824	0,64286	-0,82601	-0,94171	0,44349	-0,30094	0,19045	-3,34953	0,79001	1,10158	0,04732	0,64971	-0,2596	3,79202
6591	-0,29273	1,15703	-0,09095	1,52463	-0,11435	0,00505	0,54206	1,53424	0,00912	-0,32678	-0,13671	-0,22298	0,10973	-0,06177	-0,49313	-0,26203	0,07406	0,10266	-0,73479	0,31538	-0,12171	-0,16821	0,5146	-0,42631	0,35588
6714	2,0082	0,26764	0,09337	0,81649	-0,38207	0,17837	-0,06043	0,231	0,10938	0,54257	0,0947	-1,58651	1,09465	-0,80724	1,62742	-0,37244	0,07741	0,47037	0,22969	1,2373	1,29841	0,41677	1,25164	0,82856	1,0454
6774	0,42057	-0,86113	-0,17302	-0,23293	-0,31199	2,04258	-1,19894	0,30462	0,77618	-0,06698	2,07355	-0,78349	-0,56993	0,13284	-1,89561	1,80205	-0,56723	-0,02606	0,15279	1,13428	-0,90886	-1,90039	-0,35628	1,38338	0,11919
6776	-0,68659	-1,68406	-0,49283	-1,0133	-1,19161	0,99582	-1,50159	-0,88429	-0,57523	0,01314	-0,63504	0,03561	0,46668	-0,57405	-0,54184	-0,10106	-0,06421	-0,37127	-1,27652	-0,31123	-0,5113	-1,65887	-0,12108	0,56193	-0,8361
6794	0,38014	0,28211	0,73801	-0,6223	0,01186	1,26425	0,12564	1,26847	-0,51918	0,25511	-0,60251	-3,86215	0,80363	0,05783	0,60461	-0,10479	-0,19382	0,33958	2,07013	0,10721	-0,03052	0,89218	0,95509	0,98091	2,15104
3925	1,13717	0,66439	0,46187	0,33391	0,85433	0,01084	1,16435	0,13424	0,58186	1,55284	0,24086	0,1668	0,52278	0,79295	0,71467	-0,01084	-0,81649	0,47869	-2,09491	-0,30103	0,51469	0,30648	1,34559	-1,17485	2,63251
6850	-0,31536	-0,12314	-0,26203	-0,05461	-0,91681	0,09412	-0,91697	1,19525	-0,80615	0,73381	-0,62008	-2,8712	0,69701	-0,51498	0,52929	-0,13257	-1,66012	0,46202	-0,014	-0,3729	0,33545	-1,59314	0,16839	1,38814	-1,12656
7031	0,30713	-0,1336	-0,79193	0,03837	-0,39266	2,49553	-0,47346	1,33375	-0,10974	-0,1163	0,93765	2,02517	0,83944	-0,43265	-0,79667	0,68167	-1,4862	-0,63756	0,6541	1,45524	-0,41445	-0,8637	1,0004	-0,09435	0,53557
7052	-0,77824	-1,01228	-0,14477	0,68356	-1,14881	1,9757	-0,99002	1,91029	-0,23824	-0,70956	2,56485	-0,74289	0,34318	0,29728	0,23329	0,91928	-0,141	-0,04299	0,89584	0,90478	-1,2751	-0,77806	-0,2474	0,56134	-0,63594
7157	1,04972	-0,75596	-0,01636	-0,09196	0,83228	0,12045	0,80418	0,10104	-0,81568	1,92776	-0,89568	-0,92542	-0,51876	0,2466	0,01918	-0,5501	-0,42595	-0,10633	-1,48387	-0,70545	-2,00E-05	-0,11868	-0,19072	-0,77861	-0,29293
7158	-3,39306	-0,87068	-0,10466	-0,84038	-0,68546	-0,8724	0,0302	0,05207	-0,66391	-0,66411	-0,65423	-1,40583	-3,01981	-0,61243	-1,0146	-1,20591	-0,6946	-0,10539	0,36132	-0,22514	-0,70343	-1,02045	-2,57741	0,22855	-2,01914
7249	-1,81898	-0,53026	0,38459	-1,55121	-1,10343	0,26096	-1,50451	-0,69957	-0,99689	-0,08794	-0,83058	0,30949	-0,27168	-0,25173	-0,5374	-0,04219	0,80745	0,38994	-1,63587	-0,40021	-0,47091	-1,8215	-2,07668	0,08748	-3,29848
7408	1,42784	1,24155	-0,47972	1,21725	0,06644	-0,24452	0,91466	1,27729	0,84823	0,85431	0,62639	1,81127	0,10847	-0,10329	0,46178	-0,28659	0,98723	-0,45128	-1,91362	0,82176	0,52703	1,24085	1,8507	0,10081	2,31938
25937	0,42141	-0,17622	1,03964	0,36756	0,38575	1,42906	0,10148	0,85964	0,38204	0,47268	0,62505	-0,44281	0,20984	0,44615	0,25589	-0,41302	-0,46723	0,79004	-1,16995	-0,23655	0,57425	2,75154	3,35193	-1,36691	2,23078
7494	0,25881	0,64091	-0,42463	-0,89107	-0,66573	1,09207	-0,6739	0,392	0,12417	-0,47569	-0,80689	0,56645	0,81156	-0,1554	-0,55997	-0,76893	-1,65246	-0,14676	-0,84859	-0,47831	0,86966	-0,18303	1,48663	-0,26594	0,07112
331	0,11085	-1,51059	-0,17577	-1,17702	-1,32637	0,7688	-1,0787	-0,62602	-0,03249	-0,46168	-1,32654	0,00114	0,03339	-0,80966	-1,23146	-0,76418	2,35081	-0,41654	1,159	-0,08431	0,60504	-1,26597	-0,70212	2,34553	-0,24432
7515	1,1072	0,43583	-0,57882	0,78452	1,38633	-0,77572	-0,17308	0,98435	-0,77008	0,89901	-1,14432	-1,86271	-0,68001	0,5452	0,25681	1,24287	-0,63382	0,06166	0,60938	-0,79885	0,00977	0,90433	1,50146	-0,87707	1,71639
7520	-2,09971	-0,15196	-0,4259	-1,41593	-0,89785	0,38726	-0,65002	-0,93763	-0,41251	-0,01819	-1,28698	-1,03691	0,21688	-0,5687	0,13846	0,63279	-0,62893	-0,70182	1,93115	0,45696	-0,40987	-0,858	-1,16041	0,63974	-0,93965
10413	0,91022	0,85822	0,73615	0,4329	0,60581	0,52506	0,64654	1,26847	1,08311	-0,34287	1,13823	3,28091	-0,28209	0,6618	0,56785	0,4167	0,83386	0,07657	0,09022	0,64355	-0,83356	1,84614	0,65104	-0,18808	1,05161
4904	-0,66492	0,28302	1,10169	-1,45956	0,55895	0,95907	0,71264	-0,78738	-0,75095	-0,3289	-0,25783	0,07728	-0,51089	0,53238	0,2332	-0,37293	-0,11321	-0,45225	2,82	0,11643	-1,34599	-0,62906	-0,2782	-0,47469	-0,98122
7531	1,62724	0,39024	-0,12174	1,28857	0,73251	0,57299	-0,70038	0,40797	0,3725	0,33066	0,27679	-0,15716	0,73137	0,4871	-0,83585	-0,47808	-0,76936	0,59593	-3,06807	0,01257	0,1199	1,52394	1,32315	-0,72487	3,02028
